Age,MonthlyIncome,PreferredTenure_Yeras,Purpose,EmploymentStatus,Education,MaritalStatus,Gender,PreviousLoans,ExistingEMIs,Expenses,RepaymentCapacity,LoanType,LoanAmount
50,58668,10,Vehicle Purchase,Salaried,High School,Single,Female,3,10880,42750,4537,Auto Loan,20000
37,168196,21,Home Purchase,Salaried,Doctorate,Married,Female,2,5704,94145,65081,Home Loan,91642
47,127326,3,Electronics/Appliances,Salaried,Diploma,Married,Female,2,5138,78948,33478,Consumer Durable Loan,47778
49,10000,10,Vehicle Purchase,Unemployed,Diploma,Married,Male,1,2229,8120,0,Auto Loan,20000
54,67722,3,Electronics/Appliances,Self-Employed,Bachelor's,Single,Male,2,4147,36364,21884,Consumer Durable Loan,34227
64,66449,22,Home Purchase,Salaried,Master's,Single,Male,3,8347,33832,18143,Home Loan,25695
22,29760,10,Education,Salaried,High School,Married,Female,2,4730,15292,7149,Education Loan,20000
20,31994,12,Home Purchase,Self-Employed,Master's,Married,Female,1,1173,20688,7329,Home Loan,20000
48,79320,5,Wedding,Retired,High School,Married,Female,0,0,52030,16928,Personal Loan,20000
40,90014,5,Debt Consolidation,Salaried,Diploma,Married,Female,4,7244,59448,19393,Personal Loan,20000
28,52420,10,Business Expansion,Retired,Bachelor's,Married,Male,1,2872,41334,5925,Business Loan,20000
58,35860,2,Travel,Salaried,High School,Married,Female,0,0,22009,10674,Personal Loan,20000
18,36065,1,Electronics/Appliances,Salaried,High School,Married,Male,5,6509,13028,13680,Consumer Durable Loan,20000
43,142475,10,Small Business Working Capital,Salaried,High School,Married,Male,1,4344,76583,45417,Business Loan,28618
60,86575,5,Debt Consolidation,Salaried,Master's,Single,Female,3,10527,27685,41888,Personal Loan,26628
49,135767,7,Vehicle Purchase,Salaried,Bachelor's,Single,Female,1,5129,57647,63381,Auto Loan,54546
43,87467,10,Education,Salaried,High School,Married,Female,0,0,39414,35658,Education Loan,32548
35,10000,5,Medical,Salaried,Bachelor's,Single,Male,1,1906,5370,2053,Medical Loan,20000
42,131819,3,Travel,Self-Employed,High School,Married,Male,3,11873,67048,36640,Personal Loan,20992
39,67418,10,Home Renovation,Salaried,Bachelor's,Married,Male,1,5066,40806,18559,Home Improvement Loan,21631
51,61261,4,Education,Salaried,Diploma,Married,Female,4,4923,31965,18891,Education Loan,20000
55,79282,10,Vehicle Purchase,Salaried,Bachelor's,Single,Male,3,10968,53519,13335,Auto Loan,20000
32,29290,3,Vehicle Purchase,Salaried,Bachelor's,Single,Male,1,2006,14173,11553,Auto Loan,20000
36,102065,28,Home Purchase,Self-Employed,High School,Single,Female,3,10130,54274,29995,Home Loan,37087
40,149200,22,Home Purchase,Self-Employed,High School,Married,Female,3,3437,115192,20186,Home Loan,20000
65,100422,5,Travel,Student,Diploma,Single,Male,2,5789,73189,10444,Personal Loan,20000
51,19171,5,Wedding,Self-Employed,High School,Married,Female,2,1374,10022,5624,Personal Loan,20000
21,15894,10,Agriculture,Salaried,High School,Single,Female,1,2413,8239,4004,Agri Loan,20000
64,124768,10,Vehicle Purchase,Self-Employed,Master's,Married,Male,1,3960,73549,36501,Auto Loan,29467
21,24434,10,Home Purchase,Salaried,Bachelor's,Single,Female,2,4249,18752,1325,Home Loan,20000
22,28284,10,Business Expansion,Self-Employed,Bachelor's,Married,Female,1,2288,15867,7152,Business Loan,20000
55,75572,5,Medical,Salaried,High School,Single,Female,1,1567,27268,42457,Medical Loan,40576
42,60994,5,Debt Consolidation,Self-Employed,Master's,Married,Female,2,10792,35098,12944,Personal Loan,20000
43,104468,11,Home Purchase,Salaried,High School,Married,Female,2,10015,66735,23846,Home Loan,20000
49,63330,3,Medical,Self-Employed,Bachelor's,Married,Female,1,3519,35978,20335,Medical Loan,20000
65,95553,10,Home Renovation,Student,High School,Single,Male,0,0,68926,16342,Home Improvement Loan,20000
33,80535,10,Vehicle Purchase,Salaried,Master's,Single,Female,2,6390,39056,26533,Auto Loan,23638
27,45741,3,Electronics/Appliances,Salaried,Bachelor's,Married,Female,3,7653,23648,11952,Consumer Durable Loan,20000
59,79624,5,Travel,Retired,Diploma,Married,Female,0,0,61553,12902,Personal Loan,20000
31,10000,3,Electronics/Appliances,Salaried,Master's,Married,Male,2,1290,5404,2797,Consumer Durable Loan,20000
44,35840,4,Education,Salaried,High School,Married,Female,2,7004,16075,9293,Education Loan,20000
69,115422,10,Education,Salaried,High School,Widowed,Male,1,2206,70764,36936,Education Loan,32879
59,97132,10,Vehicle Purchase,Salaried,Diploma,Single,Male,1,3449,54765,35396,Auto Loan,27467
41,62240,3,Small Business Working Capital,Self-Employed,High School,Married,Male,1,6590,34277,16430,Business Loan,20000
45,110809,10,Small Business Working Capital,Salaried,Diploma,Single,Male,1,2795,33243,70220,Business Loan,60738
48,58235,10,Home Purchase,Self-Employed,Bachelor's,Married,Female,2,7181,29064,16652,Home Loan,20000
66,38684,4,Travel,Student,Bachelor's,Married,Female,0,0,19935,11540,Personal Loan,20000
59,71356,10,Small Business Working Capital,Salaried,Bachelor's,Widowed,Male,1,3539,35027,27930,Business Loan,20000
63,95320,10,Vehicle Purchase,Salaried,Bachelor's,Married,Male,2,7570,49059,33862,Auto Loan,30392
58,103257,3,Vehicle Purchase,Salaried,Bachelor's,Single,Female,0,0,49806,40829,Auto Loan,20000
62,111556,5,Travel,Student,High School,Single,Male,2,5454,83107,11831,Personal Loan,20000
62,85891,21,Home Purchase,Self-Employed,Bachelor's,Single,Male,2,3319,51421,23593,Home Loan,29932
46,10000,5,Travel,Self-Employed,Diploma,Single,Male,1,829,3603,4523,Personal Loan,20000
38,89416,5,Medical,Unemployed,Doctorate,Single,Male,2,6091,63101,10811,Medical Loan,20000
19,32205,10,Business Expansion,Unemployed,Bachelor's,Single,Female,4,7605,20456,2272,Business Loan,20000
62,29764,10,Small Business Working Capital,Self-Employed,High School,Single,Male,1,2915,17535,7284,Business Loan,20000
23,30306,10,Vehicle Purchase,Salaried,Bachelor's,Married,Male,0,0,14768,13108,Auto Loan,20000
25,31629,3,Electronics/Appliances,Unemployed,Master's,Married,Female,1,2753,23744,2463,Consumer Durable Loan,20000
28,129297,5,Travel,Self-Employed,Doctorate,Single,Female,1,4445,104741,14445,Personal Loan,20000
64,44545,10,Business Expansion,Salaried,High School,Married,Male,2,2960,30643,9349,Business Loan,20000
40,148664,6,Vehicle Purchase,Salaried,High School,Married,Female,3,4569,76609,50122,Auto Loan,24935
67,60165,10,Home Purchase,Salaried,High School,Married,Female,1,2453,34428,16549,Home Loan,20000
29,17434,10,Agriculture,Salaried,Diploma,Married,Male,1,3024,7059,5267,Agri Loan,20000
48,116914,10,Vehicle Purchase,Unemployed,Bachelor's,Single,Male,2,9670,74575,14063,Auto Loan,20000
55,130354,10,Education,Salaried,High School,Divorced,Male,0,0,39106,68635,Education Loan,72405
55,89619,5,Medical,Student,High School,Single,Female,0,0,41306,27921,Medical Loan,27001
66,46595,10,Vehicle Purchase,Salaried,Bachelor's,Married,Male,0,0,31219,13434,Auto Loan,20000
46,133044,6,Vehicle Purchase,Retired,Bachelor's,Married,Female,1,3309,39913,60733,Auto Loan,30882
70,58248,7,Vehicle Purchase,Salaried,High School,Married,Female,2,5955,28120,16909,Auto Loan,20000
24,54053,7,Education,Salaried,Master's,Married,Male,4,4045,24673,22435,Education Loan,20000
44,10000,10,Home Purchase,Student,Doctorate,Married,Female,2,2134,5415,1494,Home Loan,20000
59,44449,10,Small Business Working Capital,Salaried,Diploma,Divorced,Male,1,2791,25959,12704,Business Loan,20000
33,70897,10,Vehicle Purchase,Salaried,Bachelor's,Married,Female,2,5274,24905,28934,Auto Loan,33104
32,62131,10,Vehicle Purchase,Unemployed,Diploma,Married,Male,2,12230,38202,6336,Auto Loan,20000
70,32575,2,Medical,Salaried,Master's,Single,Female,3,2138,13934,13799,Medical Loan,20000
19,81437,12,Home Purchase,Self-Employed,Diploma,Married,Male,2,7470,36431,31322,Home Loan,21576
56,250430,10,Home Purchase,Salaried,Master's,Divorced,Male,2,2201,148070,77231,Home Loan,33410
21,38018,10,Small Business Working Capital,Self-Employed,High School,Single,Male,1,2039,18737,12224,Business Loan,20000
53,81401,10,Vehicle Purchase,Salaried,Master's,Single,Female,2,11361,41734,21446,Auto Loan,20542
38,197193,10,Agriculture,Self-Employed,Bachelor's,Married,Female,0,0,126834,47766,Agri Loan,59723
52,33483,10,Business Expansion,Student,Diploma,Single,Female,0,0,23597,5107,Business Loan,20000
62,117652,4,Small Business Working Capital,Salaried,Diploma,Married,Female,2,8171,81797,24559,Business Loan,20000
21,24663,10,Home Renovation,Salaried,Doctorate,Married,Female,0,0,16687,6052,Home Improvement Loan,20000
49,119211,12,Home Purchase,Retired,Diploma,Single,Female,1,3235,58947,35726,Home Loan,22852
47,72673,5,Debt Consolidation,Salaried,High School,Single,Male,8,9927,37851,22262,Personal Loan,20000
20,20629,11,Home Purchase,Salaried,Bachelor's,Divorced,Male,1,4002,7981,7785,Home Loan,20000
70,78540,10,Education,Salaried,Diploma,Married,Female,0,0,41125,31307,Education Loan,32453
59,75003,10,Education,Self-Employed,Bachelor's,Single,Male,0,0,37357,27076,Education Loan,28850
62,96824,10,Business Expansion,Salaried,Diploma,Married,Male,2,4009,63584,25589,Business Loan,20000
46,92027,5,Medical,Salaried,Diploma,Single,Female,3,6374,46594,30233,Medical Loan,23722
60,72980,3,Vehicle Purchase,Salaried,High School,Single,Female,3,11743,32723,23901,Auto Loan,20000
67,232448,5,Wedding,Salaried,Bachelor's,Married,Male,1,1375,111958,107658,Personal Loan,85480
59,107203,5,Travel,Salaried,Bachelor's,Married,Female,3,8811,60474,34212,Personal Loan,20670
49,104762,10,Education,Salaried,Doctorate,Married,Female,3,16469,43419,44569,Education Loan,29884
46,168285,30,Home Purchase,Salaried,Doctorate,Married,Male,3,7507,74099,66767,Home Loan,114900
46,139340,6,Education,Salaried,Bachelor's,Married,Female,1,1933,84069,47978,Education Loan,20000
41,28818,10,Small Business Working Capital,Salaried,Bachelor's,Single,Female,4,3347,14900,9194,Business Loan,20000
49,137290,5,Home Renovation,Salaried,Bachelor's,Married,Female,2,5556,68503,55607,Home Improvement Loan,27351
36,122662,28,Home Purchase,Salaried,Diploma,Single,Female,6,25934,46349,43627,Home Loan,66669
63,88652,3,Electronics/Appliances,Salaried,Bachelor's,Divorced,Male,1,2818,26596,43276,Consumer Durable Loan,65468
58,32249,10,Small Business Working Capital,Salaried,Diploma,Single,Female,1,2077,19235,8158,Business Loan,20000
59,78171,3,Business Expansion,Salaried,High School,Single,Female,0,0,51290,24462,Business Loan,20000
41,108697,5,Small Business Working Capital,Salaried,Bachelor's,Divorced,Female,1,3678,53300,39632,Business Loan,20000
46,84992,5,Debt Consolidation,Unemployed,Diploma,Single,Male,2,4438,50883,12998,Personal Loan,20000
46,76667,10,Small Business Working Capital,Unemployed,Bachelor's,Divorced,Male,2,4800,49170,9642,Business Loan,20000
61,125129,10,Business Expansion,Salaried,High School,Married,Male,0,0,70958,43011,Business Loan,24275
49,105419,5,Debt Consolidation,Salaried,Bachelor's,Single,Female,3,5464,50481,36539,Personal Loan,25470
59,91485,10,Home Purchase,Salaried,Doctorate,Married,Male,0,0,65009,21769,Home Loan,20000
38,61676,7,Business Expansion,Retired,Bachelor's,Married,Female,1,3075,35443,14042,Business Loan,20000
55,120969,30,Home Purchase,Salaried,Master's,Single,Male,3,16120,74824,23332,Home Loan,50259
46,66765,10,Vehicle Purchase,Salaried,Diploma,Married,Male,2,7353,45810,11584,Auto Loan,20000
30,222683,4,Home Renovation,Unemployed,Bachelor's,Married,Male,2,3946,154178,28692,Home Improvement Loan,20000
27,31751,16,Home Purchase,Salaried,Bachelor's,Single,Female,2,3717,17716,9404,Home Loan,20000
45,60018,3,Small Business Working Capital,Student,High School,Married,Female,1,1547,49961,4215,Business Loan,20000
58,111068,10,Agriculture,Self-Employed,High School,Married,Female,1,4000,61004,33407,Agri Loan,38921
45,10000,1,Medical,Self-Employed,Master's,Married,Other,1,1124,5694,2407,Medical Loan,20000
48,41524,5,Wedding,Salaried,Diploma,Single,Female,4,6900,22803,10654,Personal Loan,20000
24,12018,10,Small Business Working Capital,Salaried,High School,Single,Male,3,613,6979,4082,Business Loan,20000
38,84760,10,Agriculture,Unemployed,High School,Single,Male,6,15821,65877,1290,Agri Loan,20000
20,35043,3,Small Business Working Capital,Self-Employed,Bachelor's,Married,Male,3,5038,23653,4289,Business Loan,20000
55,95026,3,Electronics/Appliances,Salaried,Diploma,Single,Male,2,2869,33220,49435,Consumer Durable Loan,70754
28,72467,5,Debt Consolidation,Self-Employed,Master's,Single,Male,1,1262,28529,31137,Personal Loan,33520
56,66790,10,Vehicle Purchase,Self-Employed,High School,Single,Female,2,5594,42981,14635,Auto Loan,20000
58,133860,3,Electronics/Appliances,Salaried,High School,Single,Male,2,8018,63816,56910,Consumer Durable Loan,80200
41,88856,10,Business Expansion,Salaried,Bachelor's,Single,Female,2,4825,45788,31662,Business Loan,20368
60,76542,5,Travel,Salaried,Bachelor's,Single,Male,1,3628,42590,24326,Personal Loan,20000
68,83262,6,Education,Salaried,Diploma,Married,Female,2,6549,45328,23683,Education Loan,20000
18,100590,5,Debt Consolidation,Salaried,Bachelor's,Single,Male,1,2184,51771,35467,Personal Loan,29367
23,25106,10,Business Expansion,Self-Employed,Diploma,Married,Male,0,0,21340,2426,Business Loan,20000
19,16772,30,Home Purchase,Salaried,Diploma,Married,Female,1,1974,7932,4929,Home Loan,20000
47,48041,10,Home Purchase,Self-Employed,High School,Married,Female,1,2578,29955,10535,Home Loan,20000
29,28245,5,Travel,Salaried,Master's,Married,Male,2,3418,15358,8864,Personal Loan,20000
27,63320,5,Wedding,Retired,Bachelor's,Single,Male,1,3604,29470,19270,Personal Loan,20000
47,58053,4,Medical,Unemployed,Diploma,Married,Male,2,2663,34828,10373,Medical Loan,20000
60,65611,5,Medical,Salaried,High School,Single,Male,1,4521,31476,27891,Medical Loan,29780
37,108486,5,Medical,Salaried,Bachelor's,Married,Female,2,7105,72587,24129,Medical Loan,22424
57,93585,11,Home Purchase,Salaried,Master's,Married,Female,1,2308,60560,24455,Home Loan,20000
20,16675,4,Vehicle Purchase,Salaried,Diploma,Divorced,Female,1,948,9850,4705,Auto Loan,20000
46,89975,5,Debt Consolidation,Student,Bachelor's,Single,Female,1,1928,55676,16206,Personal Loan,20000
25,85365,10,Vehicle Purchase,Salaried,High School,Single,Male,2,5424,48764,28199,Auto Loan,28619
49,101311,5,Debt Consolidation,Self-Employed,Bachelor's,Single,Female,2,10308,50384,27305,Personal Loan,26712
20,19850,5,Travel,Salaried,Diploma,Single,Male,2,3556,11867,3474,Personal Loan,20000
62,85676,5,Debt Consolidation,Student,High School,Married,Female,1,2482,72825,5414,Personal Loan,20000
56,88346,7,Agriculture,Salaried,Bachelor's,Single,Female,2,5065,47532,29650,Agri Loan,20000
39,199609,5,Medical,Self-Employed,Bachelor's,Married,Male,0,0,122654,59401,Medical Loan,57763
67,84279,5,Debt Consolidation,Retired,High School,Married,Male,3,9181,60249,9563,Personal Loan,20000
46,286182,10,Education,Salaried,Master's,Single,Female,1,4361,159995,115141,Education Loan,123432
22,32227,10,Education,Salaried,High School,Married,Male,1,3381,16717,8798,Education Loan,20000
70,130920,6,Vehicle Purchase,Retired,Diploma,Married,Female,1,3092,85320,29525,Auto Loan,20000
20,83774,18,Home Purchase,Salaried,Master's,Single,Male,3,10101,45825,21143,Home Loan,20325
69,115305,10,Home Renovation,Self-Employed,Diploma,Single,Male,1,3984,38276,48107,Home Improvement Loan,62000
67,159982,5,Travel,Salaried,Bachelor's,Single,Male,1,2173,76014,74154,Personal Loan,70683
50,25543,5,Travel,Unemployed,Bachelor's,Single,Male,2,3878,12456,4978,Personal Loan,20000
21,20484,10,Business Expansion,Student,Diploma,Single,Female,4,3182,11779,3418,Business Loan,20000
33,78774,10,Education,Salaried,Diploma,Single,Male,3,4556,51603,17911,Education Loan,20000
34,63587,27,Home Purchase,Retired,Bachelor's,Married,Female,2,7151,37915,10658,Home Loan,20000
48,10652,10,Vehicle Purchase,Salaried,Diploma,Married,Female,3,2039,5486,2296,Auto Loan,20000
55,117773,5,Medical,Salaried,Bachelor's,Married,Other,1,2310,64961,45992,Medical Loan,54621
39,57165,3,Vehicle Purchase,Salaried,Diploma,Married,Male,0,0,37595,15962,Auto Loan,20000
28,62190,10,Business Expansion,Student,High School,Married,Male,1,4328,52220,2710,Business Loan,20000
44,107554,10,Home Purchase,Salaried,Bachelor's,Married,Male,1,3157,61060,36677,Home Loan,26343
24,10000,10,Business Expansion,Self-Employed,Bachelor's,Married,Male,4,1098,6844,1603,Business Loan,20000
58,187022,10,Vehicle Purchase,Self-Employed,Master's,Single,Male,2,3274,139058,37148,Auto Loan,40051
67,86335,8,Education,Salaried,Diploma,Married,Female,0,0,43734,39365,Education Loan,33991
57,163202,2,Medical,Retired,Bachelor's,Single,Male,1,4141,68107,54181,Medical Loan,26931
57,84975,5,Medical,Salaried,Bachelor's,Married,Male,4,14813,44492,19226,Medical Loan,20502
45,71271,10,Education,Salaried,High School,Married,Male,1,4672,47882,17574,Education Loan,20000
42,85342,5,Medical,Salaried,High School,Single,Male,4,10296,44666,25479,Medical Loan,22185
18,28348,22,Home Purchase,Salaried,Bachelor's,Married,Male,2,2181,16069,8768,Home Loan,20000
32,50592,3,Vehicle Purchase,Salaried,Bachelor's,Single,Male,2,2311,27054,19510,Auto Loan,20000
27,21293,9,Business Expansion,Salaried,Diploma,Single,Female,2,3909,9465,6532,Business Loan,20000
50,83687,3,Electronics/Appliances,Self-Employed,High School,Married,Female,0,0,49039,22555,Consumer Durable Loan,24803
51,91012,10,Home Renovation,Retired,Bachelor's,Married,Male,2,4492,50174,21175,Home Improvement Loan,24174
68,16030,5,Travel,Unemployed,Bachelor's,Married,Female,3,2841,13626,0,Personal Loan,20000
55,44432,4,Travel,Retired,Bachelor's,Married,Male,1,2824,30880,6231,Personal Loan,20000
60,79921,4,Travel,Salaried,High School,Single,Male,1,1142,36434,36264,Personal Loan,27999
46,52926,10,Education,Student,Bachelor's,Single,Male,2,8311,31710,7906,Education Loan,20000
65,57282,10,Education,Salaried,Master's,Married,Male,4,3544,29146,23132,Education Loan,20000
44,99479,10,Vehicle Purchase,Self-Employed,High School,Single,Female,1,2680,44840,36567,Auto Loan,32851
46,101188,10,Education,Salaried,Master's,Married,Male,0,0,58810,41828,Education Loan,45441
37,141231,24,Home Purchase,Salaried,Bachelor's,Married,Male,3,14742,64107,52039,Home Loan,75365
58,26020,10,Vehicle Purchase,Salaried,Diploma,Married,Male,1,3732,13098,6663,Auto Loan,20000
19,14313,6,Vehicle Purchase,Salaried,Bachelor's,Single,Male,4,795,6775,4908,Auto Loan,20000
31,121822,5,Medical,Salaried,Master's,Single,Male,2,4085,62686,48485,Medical Loan,48562
56,53617,5,Wedding,Unemployed,High School,Married,Female,5,4147,34941,7688,Personal Loan,20000
46,112417,3,Education,Self-Employed,Bachelor's,Single,Female,4,8053,53909,37369,Education Loan,20000
26,73225,10,Vehicle Purchase,Self-Employed,Diploma,Single,Male,1,1695,41930,21500,Auto Loan,26829
23,17901,4,Vehicle Purchase,Salaried,Bachelor's,Married,Male,2,3323,5896,7202,Auto Loan,20000
29,56205,10,Business Expansion,Self-Employed,High School,Married,Female,3,6289,40719,7143,Business Loan,20000
35,76957,3,Small Business Working Capital,Salaried,Master's,Single,Female,3,13051,35083,24569,Business Loan,20000
20,26244,10,Agriculture,Unemployed,Diploma,Single,Male,2,4576,15783,2788,Agri Loan,20000
39,73183,5,Debt Consolidation,Salaried,High School,Married,Female,1,1355,33074,30577,Personal Loan,33379
31,67664,2,Medical,Salaried,High School,Married,Male,0,0,46774,19483,Medical Loan,20000
27,80552,9,Business Expansion,Salaried,High School,Married,Male,0,0,62886,16323,Business Loan,20000
66,112156,10,Education,Salaried,Diploma,Single,Male,2,3663,67847,31152,Education Loan,26801
45,76157,5,Debt Consolidation,Salaried,Bachelor's,Single,Female,0,0,46118,24220,Personal Loan,25872
28,63081,5,Travel,Salaried,Master's,Single,Male,0,0,38131,20787,Personal Loan,21420
58,106838,10,Education,Salaried,High School,Divorced,Female,2,8330,63341,25400,Education Loan,20000
19,25936,10,Home Purchase,Salaried,Diploma,Married,Female,2,6038,13584,4502,Home Loan,20000
24,24474,5,Debt Consolidation,Student,Master's,Married,Male,1,3153,17421,2276,Personal Loan,20000
29,64748,5,Debt Consolidation,Salaried,Bachelor's,Married,Male,1,4026,31878,24205,Personal Loan,22510
54,142153,5,Medical,Self-Employed,Master's,Married,Female,3,7935,77512,47089,Medical Loan,51802
28,53479,5,Wedding,Salaried,Master's,Divorced,Female,1,1925,29275,19767,Personal Loan,20000
36,176939,3,Business Expansion,Salaried,Bachelor's,Married,Male,2,6031,77634,85388,Business Loan,20000
33,66292,3,Vehicle Purchase,Salaried,Diploma,Married,Female,5,4943,39731,17376,Auto Loan,20000
23,19693,3,Vehicle Purchase,Retired,Bachelor's,Single,Male,1,1553,10441,4799,Auto Loan,20000
39,106087,10,Vehicle Purchase,Student,Bachelor's,Married,Male,1,5678,69555,16643,Auto Loan,20000
23,18956,10,Vehicle Purchase,Salaried,Bachelor's,Widowed,Male,3,3517,8576,5149,Auto Loan,20000
40,32311,10,Education,Self-Employed,High School,Single,Male,1,4534,19647,5918,Education Loan,20000
55,103273,10,Home Renovation,Salaried,High School,Married,Male,0,0,61767,35915,Home Improvement Loan,51788
58,55812,10,Home Renovation,Unemployed,Diploma,Married,Male,1,1386,31086,10017,Home Improvement Loan,20000
69,136221,5,Travel,Retired,Bachelor's,Married,Female,0,0,72563,44430,Personal Loan,35137
37,145914,3,Small Business Working Capital,Student,Diploma,Married,Male,1,2224,124027,9660,Business Loan,20000
20,20435,10,Vehicle Purchase,Self-Employed,High School,Single,Female,1,1424,11097,5251,Auto Loan,20000
41,31345,10,Education,Salaried,Diploma,Single,Male,2,7244,18789,3841,Education Loan,20000
57,13800,9,Vehicle Purchase,Salaried,High School,Married,Male,3,2734,5125,5607,Auto Loan,20000
68,82908,10,Home Purchase,Student,Bachelor's,Single,Male,3,7499,70472,2951,Home Loan,20000
25,40025,10,Education,Student,High School,Married,Male,1,5618,29016,3174,Education Loan,20000
43,58867,10,Business Expansion,Salaried,Bachelor's,Single,Female,2,2182,36827,14587,Business Loan,20000
51,106556,3,Education,Self-Employed,Bachelor's,Single,Female,2,7678,63806,24940,Education Loan,20000
36,87743,10,Vehicle Purchase,Salaried,Master's,Married,Male,3,12478,36120,31987,Auto Loan,23579
64,79016,1,Medical,Self-Employed,High School,Single,Male,0,0,44866,26107,Medical Loan,20000
51,300000,10,Vehicle Purchase,Retired,High School,Married,Male,2,3519,207583,51516,Auto Loan,49366
40,110461,10,Small Business Working Capital,Salaried,High School,Married,Male,1,1889,64055,31397,Business Loan,20568
41,79950,10,Business Expansion,Student,Bachelor's,Single,Female,4,6179,46286,15635,Business Loan,20000
38,38798,10,Vehicle Purchase,Salaried,Bachelor's,Single,Female,0,0,21399,14007,Auto Loan,20000
46,104562,3,Electronics/Appliances,Salaried,Bachelor's,Widowed,Female,2,6016,58947,37314,Consumer Durable Loan,33661
53,170566,5,Travel,Salaried,Master's,Divorced,Female,3,19654,101640,36783,Personal Loan,39419
38,108976,10,Vehicle Purchase,Self-Employed,High School,Married,Male,2,5937,44538,44249,Auto Loan,40471
32,58504,3,Electronics/Appliances,Salaried,High School,Married,Female,3,10901,37541,8468,Consumer Durable Loan,20000
41,115122,5,Medical,Salaried,Bachelor's,Single,Male,1,3299,50153,55033,Medical Loan,61042
30,74201,10,Small Business Working Capital,Salaried,Diploma,Single,Female,1,4814,33298,32763,Business Loan,23748
52,128670,5,Medical,Salaried,Bachelor's,Married,Female,0,0,38601,82876,Medical Loan,103559
48,217873,5,Travel,Salaried,Master's,Single,Female,1,2466,151370,54439,Personal Loan,54662
29,25914,10,Vehicle Purchase,Self-Employed,Doctorate,Single,Male,3,4877,14110,6063,Auto Loan,20000
50,83703,10,Vehicle Purchase,Salaried,Diploma,Single,Female,0,0,46177,31988,Auto Loan,35987
43,98285,10,Education,Unemployed,High School,Single,Male,4,5624,61699,14811,Education Loan,20000
49,25294,4,Vehicle Purchase,Salaried,High School,Single,Male,1,4939,13812,4779,Auto Loan,20000
26,77540,10,Agriculture,Salaried,High School,Single,Male,5,6293,29969,35706,Agri Loan,44290
62,99641,10,Home Renovation,Self-Employed,Master's,Married,Male,1,1728,53417,30263,Home Improvement Loan,35305
38,146333,10,Agriculture,Salaried,Bachelor's,Married,Male,1,6777,73704,57592,Agri Loan,52333
46,168786,10,Education,Salaried,High School,Single,Male,3,11934,98284,41359,Education Loan,36929
43,70472,10,Vehicle Purchase,Salaried,Bachelor's,Married,Female,2,2561,36532,22165,Auto Loan,20000
19,34281,10,Education,Self-Employed,Bachelor's,Married,Male,1,2217,19207,9736,Education Loan,20000
63,13640,10,Vehicle Purchase,Self-Employed,Diploma,Single,Female,3,2206,9892,1003,Auto Loan,20000
68,126823,26,Home Purchase,Self-Employed,High School,Married,Female,2,4400,60840,46502,Home Loan,69426
18,79584,10,Vehicle Purchase,Salaried,High School,Married,Male,2,4599,46615,22319,Auto Loan,28762
41,121158,10,Education,Salaried,Diploma,Married,Female,2,7998,60810,47312,Education Loan,41238
68,60048,10,Business Expansion,Student,High School,Married,Male,2,5338,46191,5112,Business Loan,20000
24,32929,6,Home Renovation,Salaried,High School,Single,Female,1,2294,13991,12197,Home Improvement Loan,20000
26,88299,10,Small Business Working Capital,Salaried,Bachelor's,Married,Female,1,3099,57134,25845,Business Loan,20000
59,164935,10,Agriculture,Unemployed,Master's,Divorced,Female,1,4055,113321,24318,Agri Loan,24542
31,83926,10,Vehicle Purchase,Student,High School,Divorced,Male,2,2330,45746,20702,Auto Loan,20000
24,33620,10,Education,Self-Employed,High School,Married,Female,3,4556,16145,11021,Education Loan,20000
60,91196,5,Debt Consolidation,Salaried,Doctorate,Married,Male,0,0,46154,37779,Personal Loan,26730
49,207057,10,Education,Salaried,Bachelor's,Married,Female,1,3306,87551,85269,Education Loan,84989
39,84626,5,Medical,Salaried,High School,Married,Female,2,6885,46519,29211,Medical Loan,25328
52,102524,10,Agriculture,Self-Employed,Bachelor's,Single,Female,2,7406,55560,28310,Agri Loan,28615
42,73533,10,Small Business Working Capital,Self-Employed,Master's,Single,Female,1,1635,27298,38389,Business Loan,32963
66,66324,6,Small Business Working Capital,Salaried,Master's,Married,Male,1,3338,28598,31435,Business Loan,20000
36,247245,10,Business Expansion,Student,Diploma,Single,Male,4,19465,146775,51213,Business Loan,33811
31,55476,10,Business Expansion,Salaried,Master's,Married,Other,3,8904,32773,10822,Business Loan,20000
52,77811,10,Vehicle Purchase,Self-Employed,High School,Single,Male,1,5548,51532,16663,Auto Loan,20000
47,150931,7,Vehicle Purchase,Salaried,Diploma,Married,Male,0,0,74405,68133,Auto Loan,59158
45,68845,4,Education,Salaried,High School,Single,Male,1,3155,33060,25914,Education Loan,20000
23,10000,3,Vehicle Purchase,Self-Employed,Master's,Married,Male,0,0,5600,3048,Auto Loan,20000
68,67320,5,Medical,Self-Employed,Master's,Single,Female,3,5617,38487,17771,Medical Loan,20000
25,56799,5,Medical,Self-Employed,Bachelor's,Single,Male,2,4778,29606,16641,Medical Loan,20000
36,99929,10,Vehicle Purchase,Retired,Master's,Married,Female,0,0,64453,24636,Auto Loan,20000
47,70530,5,Debt Consolidation,Retired,Bachelor's,Single,Female,1,6611,32366,18844,Personal Loan,20000
26,38670,3,Electronics/Appliances,Retired,Master's,Married,Male,0,0,22162,12083,Consumer Durable Loan,20000
68,77928,3,Business Expansion,Salaried,Master's,Married,Female,4,15822,40562,20129,Business Loan,20000
