Age,MonthlyIncome,PreferredTenure_Yeras,Purpose,EmploymentStatus,Education,MaritalStatus,Gender,PreviousLoans,ExistingEMIs,Expenses,RepaymentCapacity,LoanType,LoanAmount,InterestRate
41,160438,6,Education,Salaried,Diploma,Married,Female,2,7998,95305,56518,Education Loan,1322456,8.5
68,109321,14,Business Expansion,Student,High School,Married,Male,2,5338,33485,73791,Business Loan,3610669,12.0
24,32929,6,Home Renovation,Salaried,High School,Single,Female,1,2294,13991,12197,Home Improvement Loan,20000,
26,153491,5,Small Business Working Capital,Salaried,Bachelor's,Married,Female,1,3099,57959,87202,Business Loan,2229629,12.0
59,133846,3,Agriculture,Unemployed,Master's,Divorced,Female,1,4055,46457,79555,Agri Loan,931346,7.5
31,83926,10,Vehicle Purchase,Student,High School,Divorced,Male,2,2330,45746,20702,Auto Loan,20000,
24,177000,3,Education,Self-Employed,High School,Married,Female,3,4556,74276,96068,Education Loan,726712,8.5
60,47842,2,Debt Consolidation,Salaried,Doctorate,Married,Male,0,0,23412,21695,Personal Loan,1123761,13.0
49,166017,6,Education,Salaried,Bachelor's,Married,Female,1,3306,60421,96689,Education Loan,514439,8.5
39,71591,1,Medical,Salaried,High School,Married,Female,2,6885,42393,22058,Medical Loan,920270,10.5
52,155052,7,Agriculture,Self-Employed,Bachelor's,Single,Female,2,7406,51720,95951,Agri Loan,1019896,7.5
42,113160,3,Small Business Working Capital,Self-Employed,Master's,Single,Female,1,1635,62323,46693,Business Loan,3463596,12.0
66,284384,11,Small Business Working Capital,Salaried,Master's,Married,Male,1,3338,161686,113850,Business Loan,4618926,12.0
36,233222,8,Business Expansion,Student,Diploma,Single,Male,4,19465,119735,109069,Business Loan,2611738,12.0
31,210944,4,Business Expansion,Salaried,Master's,Married,Other,3,8904,86619,119287,Business Loan,1863039,12.0
52,77811,10,Vehicle Purchase,Self-Employed,High School,Single,Male,1,5548,51532,16663,Auto Loan,20000,
47,150931,7,Vehicle Purchase,Salaried,Diploma,Married,Male,0,0,74405,68133,Auto Loan,59158,
45,143013,10,Education,Salaried,High School,Single,Male,1,3155,70351,69024,Education Loan,585953,8.5
23,10000,3,Vehicle Purchase,Self-Employed,Master's,Married,Male,0,0,5600,3048,Auto Loan,20000,
68,86358,2,Medical,Self-Employed,Master's,Single,Female,3,5617,27957,52417,Medical Loan,62402,10.5
25,122350,5,Medical,Self-Employed,Bachelor's,Single,Male,2,4778,59451,60890,Medical Loan,376417,10.5
36,99929,10,Vehicle Purchase,Retired,Master's,Married,Female,0,0,64453,24636,Auto Loan,20000,
47,89186,7,Debt Consolidation,Retired,Bachelor's,Single,Female,1,6611,43608,36690,Personal Loan,880728,13.0
26,38670,3,Electronics/Appliances,Retired,Master's,Married,Male,0,0,22162,12083,Consumer Durable Loan,20000,
68,108817,5,Business Expansion,Salaried,Master's,Married,Female,4,15822,54053,52711,Business Loan,4075768,12.0
24,157650,6,Debt Consolidation,Self-Employed,Master's,Single,Female,4,2880,81568,67098,Personal Loan,857428,13.0
62,165408,5,Business Expansion,Salaried,Bachelor's,Widowed,Male,2,9694,89867,72118,Business Loan,3239437,12.0
69,100260,28,Home Purchase,Salaried,High School,Married,Male,3,6444,53927,41111,Home Loan,522002,8.0
32,38833,5,Debt Consolidation,Salaried,Bachelor's,Married,Female,3,2485,14818,14508,Personal Loan,256265,13.0
26,189581,3,Electronics/Appliances,Self-Employed,High School,Married,Male,3,9740,88852,74839,Consumer Durable Loan,74180,
59,227671,5,Education,Salaried,Bachelor's,Single,Male,1,3077,107239,117430,Education Loan,2273817,8.5
35,127807,10,Business Expansion,Self-Employed,High School,Single,Female,4,6339,47108,75014,Business Loan,4878028,12.0
64,84981,10,Education,Salaried,Bachelor's,Married,Female,0,0,29940,45550,Education Loan,2307968,8.5
29,102939,3,Agriculture,Salaried,Master's,Single,Male,3,2385,43453,54827,Agri Loan,1865830,7.5
44,92016,5,Small Business Working Capital,Salaried,High School,Widowed,Female,3,14692,39106,45157,Business Loan,3469900,12.0
50,73287,10,Agriculture,Student,Master's,Single,Male,3,527,35513,28692,Agri Loan,1310642,7.5
40,167135,21,Home Purchase,Salaried,Bachelor's,Married,Male,2,3685,62024,101945,Home Loan,2823996,8.0
36,102185,10,Vehicle Purchase,Salaried,Diploma,Married,Male,1,1267,74116,22317,Auto Loan,25329,
29,202496,8,Agriculture,Salaried,Diploma,Single,Male,0,0,78764,118986,Agri Loan,756756,7.5
25,109871,1,Travel,Salaried,Master's,Single,Male,4,5052,45601,57046,Personal Loan,155096,13.0
34,67036,2,Medical,Self-Employed,Diploma,Married,Male,4,10893,26729,33828,Medical Loan,662037,10.5
33,82785,8,Agriculture,Student,Master's,Single,Male,0,0,47847,26855,Agri Loan,977751,7.5
57,155344,2,Agriculture,Unemployed,High School,Single,Male,5,20698,92802,52854,Agri Loan,1834761,7.5
63,89684,5,Home Purchase,Self-Employed,High School,Married,Female,1,882,47695,34739,Home Loan,46324,8.0
56,184571,9,Small Business Working Capital,Salaried,Master's,Single,Male,2,6387,73297,109137,Business Loan,3971940,12.0
57,24734,1,Debt Consolidation,Student,Diploma,Single,Female,1,5770,10302,12185,Personal Loan,206675,13.0
52,163857,5,Travel,Salaried,Bachelor's,Single,Male,2,2403,54048,101014,Personal Loan,1205916,13.0
41,188852,1,Wedding,Salaried,High School,Married,Male,3,11252,69742,109765,Personal Loan,178848,13.0
70,67198,28,Home Purchase,Salaried,Master's,Single,Female,3,6857,40053,19195,Home Loan,1186752,8.0
18,179085,4,Education,Salaried,Bachelor's,Married,Female,1,2485,72240,103092,Education Loan,1601420,8.5
45,200005,5,Debt Consolidation,Salaried,High School,Single,Male,0,0,91941,98378,Personal Loan,1148508,13.0
21,218287,5,Business Expansion,Salaried,Diploma,Single,Female,2,3519,126694,88036,Business Loan,4273615,12.0
37,70014,3,Electronics/Appliances,Unemployed,Master's,Married,Female,1,4896,40569,11470,Consumer Durable Loan,20000,
30,111107,11,Home Purchase,Self-Employed,Bachelor's,Single,Female,1,1696,66413,37614,Home Loan,622815,8.0
52,78854,3,Vehicle Purchase,Salaried,Bachelor's,Single,Female,3,11104,41095,21252,Auto Loan,20000,
28,176616,25,Home Purchase,Salaried,Master's,Married,Male,2,5717,72843,95922,Home Loan,2405846,8.0
30,199472,24,Home Purchase,Salaried,Diploma,Single,Male,2,8593,63075,131098,Home Loan,2327791,8.0
57,35641,12,Home Purchase,Salaried,Master's,Single,Female,1,5447,15174,15023,Home Loan,299050,8.0
66,31442,10,Vehicle Purchase,Salaried,Master's,Widowed,Male,2,2861,15957,10148,Auto Loan,20000,
59,165574,4,Business Expansion,Self-Employed,Master's,Married,Female,0,0,93411,62597,Business Loan,800353,12.0
56,167803,3,Wedding,Self-Employed,High School,Single,Male,3,5938,54981,104145,Personal Loan,1612429,13.0
36,171440,15,Business Expansion,Salaried,High School,Single,Female,4,10725,72015,90616,Business Loan,2691482,12.0
45,103883,4,Travel,Salaried,Bachelor's,Single,Female,3,11979,46624,54125,Personal Loan,1485220,13.0
24,132827,12,Home Purchase,Salaried,High School,Single,Female,2,2070,66198,60042,Home Loan,2684966,8.0
46,179634,1,Travel,Unemployed,Diploma,Single,Male,1,4817,99369,70364,Personal Loan,86475,13.0
42,213817,6,Debt Consolidation,Self-Employed,Bachelor's,Married,Male,0,0,81307,128659,Personal Loan,932031,13.0
66,193948,5,Education,Salaried,Master's,Single,Male,1,3958,79320,108521,Education Loan,2486980,8.5
67,43564,10,Vehicle Purchase,Salaried,Bachelor's,Divorced,Female,6,9117,30057,4036,Auto Loan,20000,
46,139347,7,Small Business Working Capital,Self-Employed,High School,Divorced,Female,2,4570,82414,53604,Business Loan,2392135,12.0
44,120363,2,Debt Consolidation,Student,Bachelor's,Widowed,Female,1,1626,47791,69915,Personal Loan,1373220,13.0
39,95611,10,Vehicle Purchase,Student,Diploma,Single,Male,1,4272,74045,9820,Auto Loan,20000,
54,96204,17,Home Purchase,Self-Employed,Bachelor's,Single,Male,2,6129,34083,52925,Home Loan,1663527,8.0
70,87624,3,Electronics/Appliances,Unemployed,Bachelor's,Single,Female,3,8980,48689,13491,Consumer Durable Loan,20972,
34,68456,5,Debt Consolidation,Self-Employed,Master's,Married,Male,1,3871,20539,42508,Personal Loan,1335624,13.0
31,115370,4,Wedding,Self-Employed,High School,Single,Male,4,6599,40566,66399,Personal Loan,768092,13.0
23,172617,2,Small Business Working Capital,Student,Diploma,Single,Male,1,3331,87218,75675,Business Loan,4105282,12.0
24,10000,3,Electronics/Appliances,Salaried,Bachelor's,Married,Female,1,2427,4996,1829,Consumer Durable Loan,20000,
61,134520,3,Electronics/Appliances,Retired,High School,Single,Male,4,7332,81778,28917,Consumer Durable Loan,34088,
34,103717,9,Agriculture,Salaried,High School,Single,Female,1,2473,60797,36972,Agri Loan,514986,7.5
52,277346,15,Small Business Working Capital,Unemployed,Bachelor's,Married,Male,0,0,88275,184974,Business Loan,4388346,12.0
35,145656,10,Vehicle Purchase,Salaried,Bachelor's,Divorced,Female,2,13524,63873,50442,Auto Loan,50713,
23,16027,3,Electronics/Appliances,Salaried,Bachelor's,Single,Female,1,2261,7790,5186,Consumer Durable Loan,20000,
35,165618,10,Business Expansion,Salaried,Bachelor's,Married,Male,0,0,72096,90668,Business Loan,617338,12.0
37,116121,5,Agriculture,Self-Employed,Bachelor's,Single,Male,3,4230,61675,51753,Agri Loan,1854863,7.5
27,130065,1,Wedding,Self-Employed,Bachelor's,Single,Male,1,3718,43666,80304,Personal Loan,796721,13.0
67,169333,7,Business Expansion,Salaried,Diploma,Divorced,Female,2,6081,54371,110268,Business Loan,215791,12.0
61,300000,6,Home Renovation,Salaried,High School,Single,Male,2,10249,146287,122506,Home Improvement Loan,110166,
29,77641,2,Wedding,Self-Employed,Diploma,Married,Male,1,3788,24279,44033,Personal Loan,376653,13.0
34,81807,3,Travel,Self-Employed,Master's,Single,Male,2,2676,39229,33356,Personal Loan,1341664,13.0
55,85156,2,Medical,Unemployed,Diploma,Single,Male,0,0,32583,45886,Medical Loan,536711,10.5
29,118509,3,Wedding,Student,High School,Married,Female,0,0,62998,50775,Personal Loan,482412,13.0
19,131521,1,Wedding,Student,Master's,Single,Female,2,585,51667,70884,Personal Loan,890305,13.0
64,190038,15,Business Expansion,Student,Diploma,Divorced,Male,3,10506,59455,122855,Business Loan,1113330,12.0
60,121113,1,Wedding,Salaried,Bachelor's,Single,Male,2,3762,69756,48914,Personal Loan,1270276,13.0
39,68118,6,Debt Consolidation,Salaried,Master's,Married,Female,5,19538,31269,29854,Personal Loan,1468585,13.0
56,153785,20,Home Purchase,Student,High School,Divorced,Male,0,0,60904,88536,Home Loan,87325,8.0
33,54129,8,Home Renovation,Retired,Bachelor's,Widowed,Female,4,3300,39811,7344,Home Improvement Loan,20000,
35,130744,15,Home Purchase,Salaried,Bachelor's,Single,Male,4,4615,53013,71740,Home Loan,1198579,8.0
45,43675,1,Medical,Salaried,Master's,Married,Female,0,0,22017,12005,Medical Loan,730432,10.5
61,183781,2,Travel,Unemployed,Bachelor's,Divorced,Male,4,12105,59034,119413,Personal Loan,1203062,13.0
51,87408,13,Home Purchase,Retired,Diploma,Single,Male,4,5580,41246,37431,Home Loan,796561,8.0
60,133465,4,Small Business Working Capital,Salaried,High School,Married,Female,4,16300,40909,89586,Business Loan,2327790,12.0
40,200127,1,Travel,Salaried,Master's,Single,Male,1,2363,69247,125995,Personal Loan,356092,13.0
21,138690,2,Medical,Self-Employed,Bachelor's,Single,Male,2,1331,74941,56249,Medical Loan,116698,10.5
34,77146,10,Vehicle Purchase,Unemployed,Master's,Married,Female,2,2180,64395,6052,Auto Loan,20000,
41,102273,4,Business Expansion,Unemployed,Master's,Married,Male,0,0,33680,60617,Business Loan,1631661,12.0
23,197909,8,Agriculture,Self-Employed,Bachelor's,Married,Male,1,3747,101752,88818,Agri Loan,231193,7.5
22,69342,5,Wedding,Student,Bachelor's,Divorced,Female,3,5443,39542,23837,Personal Loan,490728,13.0
21,64229,10,Home Purchase,Student,Diploma,Widowed,Female,3,1830,27808,28889,Home Loan,1636982,8.0
38,89860,5,Small Business Working Capital,Salaried,Bachelor's,Divorced,Male,2,7729,38655,43792,Business Loan,274616,12.0
23,21299,3,Electronics/Appliances,Unemployed,Doctorate,Single,Male,4,5317,13049,1628,Consumer Durable Loan,20000,
46,82863,10,Home Renovation,Student,Bachelor's,Married,Female,1,1813,70434,6166,Home Improvement Loan,20000,
67,140193,9,Education,Salaried,High School,Single,Male,3,3768,43014,90720,Education Loan,2385443,8.5
42,112848,10,Vehicle Purchase,Salaried,Diploma,Divorced,Male,3,8555,48783,45696,Auto Loan,35891,
22,227551,7,Home Purchase,Self-Employed,High School,Single,Female,2,7021,133288,88938,Home Loan,1629577,8.0
31,153734,2,Medical,Salaried,Master's,Married,Male,2,4787,76814,70948,Medical Loan,883395,10.5
62,128976,9,Business Expansion,Salaried,High School,Single,Female,2,12966,44388,80636,Business Loan,1749260,12.0
36,167374,1,Wedding,Salaried,Bachelor's,Single,Female,3,12258,99767,64032,Personal Loan,229838,13.0
49,149927,3,Electronics/Appliances,Salaried,High School,Single,Male,2,4312,60958,79092,Consumer Durable Loan,92958,
52,99291,9,Vehicle Purchase,Self-Employed,Diploma,Married,Female,2,3352,58017,30743,Auto Loan,23165,
41,100248,4,Business Expansion,Self-Employed,High School,Single,Female,1,5068,36028,54936,Business Loan,804877,12.0
65,48044,3,Electronics/Appliances,Salaried,High School,Married,Male,1,5441,20747,15934,Consumer Durable Loan,20144,
32,193466,11,Small Business Working Capital,Retired,Bachelor's,Married,Male,0,0,113749,75074,Business Loan,606353,12.0
23,200496,3,Education,Retired,Master's,Single,Male,4,4096,89896,106731,Education Loan,265895,8.5
20,137126,6,Wedding,Salaried,High School,Married,Female,1,1267,49586,79694,Personal Loan,1622814,13.0
49,26940,5,Medical,Salaried,Bachelor's,Married,Male,5,10631,14060,5604,Medical Loan,329531,10.5
18,22561,3,Electronics/Appliances,Student,Bachelor's,Divorced,Female,3,4337,17685,318,Consumer Durable Loan,20000,
64,126042,7,Business Expansion,Self-Employed,Master's,Divorced,Male,1,682,48244,71862,Business Loan,920691,12.0
56,61506,10,Home Renovation,Salaried,Bachelor's,Single,Female,2,4686,32765,22198,Home Improvement Loan,34437,
59,181876,4,Debt Consolidation,Salaried,High School,Divorced,Female,0,0,68671,106588,Personal Loan,1446489,13.0
30,91953,6,Wedding,Student,Bachelor's,Married,Female,1,1185,54023,34326,Personal Loan,810400,13.0
52,136283,2,Debt Consolidation,Salaried,Bachelor's,Married,Male,2,4291,41957,86669,Personal Loan,1317627,13.0
70,143836,10,Vehicle Purchase,Salaried,Bachelor's,Married,Male,0,0,60541,62613,Auto Loan,47541,
33,182389,7,Debt Consolidation,Self-Employed,Master's,Divorced,Female,1,4532,85564,93540,Personal Loan,318754,13.0
28,178099,3,Agriculture,Retired,Bachelor's,Married,Male,0,0,76443,95143,Agri Loan,880222,7.5
55,162793,20,Home Purchase,Salaried,High School,Married,Male,0,0,84136,69870,Home Loan,2783408,8.0
30,46127,4,Debt Consolidation,Salaried,Diploma,Married,Female,0,0,16059,22634,Personal Loan,270572,13.0
19,103613,3,Education,Salaried,High School,Single,Male,2,1596,47553,52243,Education Loan,1738101,8.5
46,30735,7,Vehicle Purchase,Student,High School,Married,Male,3,6490,22655,967,Auto Loan,20000,
34,50321,3,Electronics/Appliances,Salaried,High School,Married,Female,0,0,19654,26325,Consumer Durable Loan,27449,
55,138211,9,Home Purchase,Salaried,High School,Married,Female,3,6908,42970,89751,Home Loan,1336247,8.0
62,115834,1,Medical,Salaried,Bachelor's,Married,Female,1,5174,41971,70463,Medical Loan,368394,10.5
57,111946,3,Education,Salaried,High School,Single,Male,3,6010,46115,63030,Education Loan,2272240,8.5
18,165118,22,Home Purchase,Self-Employed,Diploma,Single,Male,2,3900,50964,106753,Home Loan,2684073,8.0
40,157319,1,Medical,Salaried,High School,Single,Female,3,4728,59884,94230,Medical Loan,960522,10.5
42,100889,2,Business Expansion,Self-Employed,Bachelor's,Married,Female,2,7658,45640,45709,Business Loan,1471770,12.0
30,116881,26,Home Purchase,Unemployed,High School,Single,Male,1,2195,35880,73833,Home Loan,413605,8.0
58,54402,15,Small Business Working Capital,Self-Employed,Bachelor's,Married,Female,0,0,20263,28283,Business Loan,722285,12.0
35,90523,2,Debt Consolidation,Self-Employed,Diploma,Married,Male,4,11630,48518,33489,Personal Loan,334712,13.0
23,220155,10,Education,Salaried,Master's,Married,Male,3,5339,123612,88035,Education Loan,2384357,8.5
55,77903,10,Home Renovation,Salaried,Master's,Married,Male,7,14510,52851,8445,Home Improvement Loan,20000,
67,84317,6,Wedding,Student,Bachelor's,Single,Male,0,0,49919,28110,Personal Loan,1258409,13.0
57,66227,4,Medical,Unemployed,Master's,Single,Male,0,0,22348,39256,Medical Loan,496692,10.5
30,192823,7,Wedding,Unemployed,Master's,Married,Female,1,3470,66249,124488,Personal Loan,293954,13.0
49,230710,4,Education,Retired,High School,Married,Female,2,2828,75092,148979,Education Loan,2440123,8.5
31,61480,28,Home Purchase,Salaried,Diploma,Married,Female,1,2031,20783,30968,Home Loan,1700674,8.0
21,127763,1,Travel,Salaried,Doctorate,Single,Female,1,2528,63920,58731,Personal Loan,398567,13.0
43,98203,10,Vehicle Purchase,Salaried,Bachelor's,Married,Male,1,3431,62995,25326,Auto Loan,29049,
40,91270,13,Small Business Working Capital,Unemployed,High School,Single,Female,2,6039,53141,34415,Business Loan,1555362,12.0
18,242884,11,Home Purchase,Salaried,Bachelor's,Married,Male,3,2078,88034,149101,Home Loan,2955725,8.0
51,103257,20,Home Purchase,Salaried,High School,Married,Female,1,3501,34347,60748,Home Loan,30015,8.0
27,131406,3,Debt Consolidation,Salaried,High School,Married,Female,2,1995,62165,60972,Personal Loan,1581726,13.0
29,82784,10,Vehicle Purchase,Self-Employed,Bachelor's,Married,Male,2,6407,47710,24156,Auto Loan,25094,
27,181598,4,Vehicle Purchase,Salaried,Diploma,Married,Female,2,11427,110610,52086,Auto Loan,20000,
26,60539,13,Business Expansion,Salaried,High School,Single,Male,2,3411,34389,18188,Business Loan,1377213,12.0
57,137335,13,Business Expansion,Salaried,Bachelor's,Married,Female,1,1581,66595,61022,Business Loan,2215170,12.0
59,145284,10,Education,Self-Employed,Bachelor's,Married,Male,2,7121,85173,57983,Education Loan,2188135,8.5
70,37511,3,Electronics/Appliances,Salaried,Bachelor's,Married,Male,2,3913,17271,11790,Consumer Durable Loan,20000,
42,72048,3,Electronics/Appliances,Salaried,Master's,Married,Male,2,5172,37685,22892,Consumer Durable Loan,31931,
34,180183,8,Education,Self-Employed,Bachelor's,Married,Male,3,4856,80978,95613,Education Loan,400430,8.5
69,79445,3,Electronics/Appliances,Salaried,High School,Married,Female,0,0,25341,40134,Consumer Durable Loan,56128,
69,114896,9,Vehicle Purchase,Salaried,Master's,Married,Male,3,4588,59739,47978,Auto Loan,46609,
69,106438,5,Medical,Unemployed,Bachelor's,Married,Female,3,7009,55729,42975,Medical Loan,777243,10.5
49,129890,5,Wedding,Student,Bachelor's,Divorced,Male,0,0,50964,76398,Personal Loan,1942890,13.0
54,86865,5,Education,Student,High School,Married,Male,2,5803,30880,51402,Education Loan,1171318,8.5
63,178264,8,Education,Unemployed,Doctorate,Single,Female,0,0,92165,77787,Education Loan,2465483,8.5
52,141849,10,Vehicle Purchase,Self-Employed,Master's,Married,Other,2,6426,89601,35018,Auto Loan,32713,
47,78049,6,Agriculture,Salaried,Bachelor's,Married,Male,2,7980,43150,25620,Agri Loan,804285,7.5
30,46656,8,Home Renovation,Unemployed,Bachelor's,Single,Female,0,0,33948,5520,Home Improvement Loan,20000,
42,83431,3,Electronics/Appliances,Salaried,Bachelor's,Married,Male,3,9262,70127,3068,Consumer Durable Loan,20000,
65,163467,8,Agriculture,Student,Master's,Single,Male,1,2784,93229,62707,Agri Loan,235012,7.5
49,56003,4,Travel,Salaried,Bachelor's,Married,Male,2,7483,27448,25849,Personal Loan,231968,13.0
40,101494,10,Vehicle Purchase,Salaried,High School,Married,Female,1,3922,46781,42724,Auto Loan,37760,
49,233569,9,Education,Salaried,Master's,Married,Female,1,2554,86026,143397,Education Loan,1789050,8.5
23,180376,11,Home Purchase,Self-Employed,Bachelor's,Married,Male,3,3959,59315,114524,Home Loan,44675,8.0
53,91588,7,Vehicle Purchase,Salaried,Master's,Married,Male,1,3856,27476,51482,Auto Loan,31491,
34,58379,10,Home Renovation,Salaried,Bachelor's,Married,Male,2,2405,36544,15035,Home Improvement Loan,20000,
44,196301,3,Vehicle Purchase,Salaried,Master's,Divorced,Male,2,4167,75945,90945,Auto Loan,31768,
35,69889,3,Electronics/Appliances,Salaried,Master's,Single,Female,0,0,27502,40378,Consumer Durable Loan,47006,
37,140509,6,Agriculture,Unemployed,Bachelor's,Married,Male,3,8355,63394,67944,Agri Loan,273662,7.5
50,104552,4,Education,Self-Employed,Master's,Married,Female,8,14160,48106,50232,Education Loan,967357,8.5
35,10000,3,Electronics/Appliances,Self-Employed,Diploma,Single,Female,1,2237,5370,1997,Consumer Durable Loan,20000,
37,82271,9,Agriculture,Salaried,Bachelor's,Married,Female,0,0,44531,29154,Agri Loan,585466,7.5
67,104206,10,Small Business Working Capital,Self-Employed,Bachelor's,Single,Male,3,12611,40455,55799,Business Loan,3514682,12.0
41,132776,1,Wedding,Unemployed,Master's,Single,Female,3,3250,68050,55498,Personal Loan,1499063,13.0
51,209388,2,Debt Consolidation,Salaried,Bachelor's,Single,Female,3,9541,100408,104147,Personal Loan,685650,13.0
60,148229,4,Travel,Self-Employed,Master's,Single,Male,1,5750,51765,88755,Personal Loan,1254113,13.0
24,154439,3,Education,Student,Master's,Married,Female,0,0,57378,94335,Education Loan,84589,8.5
32,142905,4,Debt Consolidation,Salaried,Bachelor's,Single,Female,0,0,65519,68117,Personal Loan,1329140,13.0
40,166143,5,Debt Consolidation,Salaried,Diploma,Married,Female,1,3893,80466,78050,Personal Loan,694797,13.0
27,86763,2,Agriculture,Salaried,Diploma,Widowed,Male,3,6929,42444,35868,Agri Loan,168688,7.5
60,50866,1,Travel,Salaried,High School,Widowed,Female,2,3319,25943,17474,Personal Loan,1098575,13.0
38,118782,4,Medical,Salaried,Master's,Single,Male,4,20238,65359,50382,Medical Loan,79266,10.5
70,144553,11,Business Expansion,Salaried,Bachelor's,Single,Female,3,1939,81605,55817,Business Loan,475679,12.0
69,207702,3,Debt Consolidation,Salaried,High School,Single,Female,0,0,101724,100678,Personal Loan,1004806,13.0
42,183168,30,Home Purchase,Salaried,Diploma,Single,Male,1,3108,62391,113487,Home Loan,740182,8.0
25,181716,2,Debt Consolidation,Unemployed,Bachelor's,Married,Male,1,1845,74739,103387,Personal Loan,1430010,13.0
23,25392,10,Vehicle Purchase,Salaried,Master's,Single,Male,0,0,11312,11120,Auto Loan,20000,
43,97955,6,Home Purchase,Salaried,Master's,Single,Female,2,2838,33039,57739,Home Loan,1981014,8.0
66,187180,16,Home Purchase,Student,Bachelor's,Married,Female,2,3710,94176,86257,Home Loan,224120,8.0
62,178165,13,Business Expansion,Self-Employed,Bachelor's,Divorced,Female,3,9207,54259,116242,Business Loan,1309889,12.0
52,166882,8,Small Business Working Capital,Retired,Bachelor's,Married,Male,3,7259,99238,58158,Business Loan,1771597,12.0
42,56264,18,Home Purchase,Salaried,Bachelor's,Single,Male,1,2832,27670,23063,Home Loan,1737269,8.0
21,172348,5,Debt Consolidation,Student,Bachelor's,Single,Male,5,5919,86346,83865,Personal Loan,1354687,13.0
67,136023,10,Vehicle Purchase,Retired,Bachelor's,Married,Male,5,13752,86878,24425,Auto Loan,20497,
68,145186,3,Wedding,Retired,Diploma,Divorced,Female,3,5851,75551,66435,Personal Loan,929129,13.0
26,60278,3,Electronics/Appliances,Self-Employed,High School,Single,Female,1,5718,26963,18372,Consumer Durable Loan,28340,
62,86382,1,Electronics/Appliances,Salaried,High School,Single,Female,0,0,41881,32206,Consumer Durable Loan,20000,
66,54741,3,Debt Consolidation,Self-Employed,Bachelor's,Married,Male,0,0,23556,28429,Personal Loan,1199308,13.0
19,13692,3,Electronics/Appliances,Salaried,High School,Married,Male,1,1961,8026,2712,Consumer Durable Loan,20000,
21,20366,4,Vehicle Purchase,Retired,Master's,Married,Female,3,3300,13500,2373,Auto Loan,20000,
23,184453,3,Small Business Working Capital,Unemployed,High School,Married,Female,0,0,67237,114271,Business Loan,3630993,12.0
18,28838,3,Electronics/Appliances,Self-Employed,Diploma,Married,Male,1,4170,20231,3047,Consumer Durable Loan,20000,
68,139183,2,Wedding,Self-Employed,Master's,Divorced,Female,1,1745,66188,63006,Personal Loan,399182,13.0
68,203806,9,Small Business Working Capital,Self-Employed,Bachelor's,Married,Male,5,8509,114814,83909,Business Loan,3430382,12.0
67,203881,4,Medical,Student,Bachelor's,Single,Female,5,15920,85521,112421,Medical Loan,368409,10.5
24,193949,11,Home Purchase,Unemployed,High School,Single,Male,4,17183,105796,79073,Home Loan,2265595,8.0
62,152826,23,Home Purchase,Retired,High School,Single,Female,1,2104,47949,102600,Home Loan,512711,8.0
54,130857,3,Vehicle Purchase,Salaried,High School,Married,Male,2,3504,69744,49783,Auto Loan,20000,
27,75590,5,Wedding,Self-Employed,Diploma,Single,Female,1,3048,42114,23852,Personal Loan,586966,13.0
65,161358,22,Home Purchase,Retired,Bachelor's,Single,Female,3,11922,71452,81321,Home Loan,839957,8.0
30,72367,2,Debt Consolidation,Salaried,Diploma,Single,Male,2,2254,39314,24948,Personal Loan,1956263,13.0
18,139165,2,Travel,Self-Employed,High School,Married,Male,1,2183,82305,49727,Personal Loan,407110,13.0
57,113435,6,Vehicle Purchase,Retired,Master's,Single,Female,5,8890,60864,30578,Auto Loan,20000,
67,116585,14,Small Business Working Capital,Salaried,Bachelor's,Single,Female,0,0,68036,42455,Business Loan,677459,12.0
46,176567,2,Agriculture,Retired,High School,Single,Male,0,0,97963,70225,Agri Loan,781216,7.5
63,107211,7,Vehicle Purchase,Self-Employed,Master's,Single,Male,1,5764,61050,29952,Auto Loan,24962,
60,197619,7,Agriculture,Salaried,Diploma,Single,Female,3,13311,82653,112800,Agri Loan,1938280,7.5
28,48370,2,Travel,Salaried,Doctorate,Married,Male,2,9816,18598,21744,Personal Loan,567137,13.0
20,106740,5,Education,Self-Employed,Master's,Married,Male,1,1267,62155,37563,Education Loan,2433055,8.5
64,109626,10,Home Renovation,Salaried,Master's,Married,Male,1,1135,54347,50605,Home Improvement Loan,46110,
53,139958,5,Small Business Working Capital,Salaried,High School,Married,Female,1,1949,52762,80442,Business Loan,2024763,12.0
65,176371,1,Agriculture,Self-Employed,Diploma,Single,Female,2,9587,55444,113854,Agri Loan,475554,7.5
26,193959,2,Agriculture,Salaried,High School,Widowed,Male,2,3172,85528,104134,Agri Loan,1373333,7.5
45,131056,10,Home Renovation,Salaried,High School,Married,Female,0,0,71332,43103,Home Improvement Loan,43033,
70,109836,2,Small Business Working Capital,Salaried,Bachelor's,Single,Female,1,1839,56093,44930,Business Loan,2610204,12.0
55,75478,3,Travel,Salaried,Bachelor's,Married,Female,0,0,41249,24968,Personal Loan,910388,13.0
60,91743,5,Debt Consolidation,Unemployed,High School,Married,Male,1,3441,27551,60891,Personal Loan,1495512,13.0
19,28959,10,Vehicle Purchase,Self-Employed,Bachelor's,Single,Male,1,5271,13084,6994,Auto Loan,20000,
32,137429,8,Agriculture,Retired,High School,Married,Male,3,16209,55789,77577,Agri Loan,1898357,7.5
55,106495,10,Home Renovation,Salaried,Diploma,Single,Female,2,5588,42937,46629,Home Improvement Loan,60556,
34,85429,5,Debt Consolidation,Self-Employed,Master's,Married,Female,5,4591,27374,50766,Personal Loan,57535,13.0
