Age,MonthlyIncome,PreferredTenure_Yeras,Purpose,EmploymentStatus,Education,MaritalStatus,Gender,PreviousLoans,ExistingEMIs,Expenses,RepaymentCapacity,LoanType,LoanAmount,InterestRate
51,25880,2,DebtConsolidation,Salaried,Diploma,Single,Female,0,2139,11649,12092,DebtConsolidationLoan,131380,
40,10933,7,Education,Unemployed,Bachelors,Divorced,Male,2,1492,6826,2615,EducationLoan,28826,
65,58024,8,Education,Salaried,Diploma,Widowed,Female,2,5859,26728,25437,EducationLoan,780603,
23,72392,5,Business,Self-Employed,Diploma,Single,Female,0,11834,47062,13496,BusinessLoan,219920,
28,84647,5,Business,Self-Employed,Diploma,Single,Male,0,6829,38565,39253,BusinessLoan,705552,
39,36045,6,Personal,Salaried,HighSchool,Married,Female,2,4219,27494,4332,PersonalLoan,68470,
38,20995,6,Education,Unemployed,Masters,Married,Male,1,2395,6494,12106,EducationLoan,323122,
54,105262,3,Education,Self-Employed,PhD,Single,Female,0,10652,50382,44228,EducationLoan,599663,
28,50560,3,Auto,Salaried,Masters,Single,Female,0,2766,22870,24924,AutoLoan,430501,
44,11060,8,Education,Student,HighSchool,Married,Male,2,2575,3767,4718,EducationLoan,141149,
46,86440,7,Auto,Salaried,Bachelors,Single,Male,1,4244,38766,43430,AutoLoan,1494496,
42,80066,14,Business,Salaried,Bachelors,Married,Female,1,4154,35727,40185,BusinessLoan,1068492,
25,24600,5,DebtConsolidation,Self-Employed,HighSchool,Married,Male,3,2608,12744,9248,DebtConsolidationLoan,186684,
49,80389,6,Auto,Self-Employed,Masters,Widowed,Other,2,11267,42648,26474,AutoLoan,607123,
47,75868,7,Auto,Salaried,Bachelors,Single,Male,0,7505,33208,35155,AutoLoan,899512,
40,32257,6,DebtConsolidation,Retired,HighSchool,Divorced,Male,3,5057,17278,9922,DebtConsolidationLoan,236894,
37,51346,1,Personal,Self-Employed,Masters,Married,Male,0,5073,31615,14658,PersonalLoan,85589,
37,37487,11,Business,Self-Employed,HighSchool,Married,Female,0,3684,30193,3610,BusinessLoan,127361,
34,48889,5,DebtConsolidation,Salaried,Bachelors,Single,Female,1,4672,23267,20950,DebtConsolidationLoan,306029,
41,59809,14,Business,Salaried,HighSchool,Married,Female,1,7601,34764,17444,BusinessLoan,582746,
35,29390,1,Medical,Salaried,HighSchool,Married,Female,2,3884,17402,8104,MedicalLoan,47502,
26,111502,8,Education,Self-Employed,Masters,Married,Female,1,10441,61033,40028,EducationLoan,1070546,
24,72140,4,DebtConsolidation,Salaried,Bachelors,Single,Male,0,4333,21036,46771,DebtConsolidationLoan,850282,
27,17682,11,Business,Student,Diploma,Married,Male,2,2640,11302,3740,BusinessLoan,124071,
37,57369,30,Home,Salaried,Bachelors,Single,Female,0,7384,34942,15043,HomeLoan,634604,
34,40610,6,Personal,Self-Employed,Masters,Single,Male,2,3728,25809,11073,PersonalLoan,224530,
37,19610,13,Home,Unemployed,Masters,Married,Female,0,1192,13118,5300,HomeLoan,171515,
40,34692,3,Personal,Student,Masters,Divorced,Female,2,5083,17454,12155,PersonalLoan,191998,
28,34988,18,Home,Student,Masters,Married,Female,0,5258,21913,7817,HomeLoan,496995,
49,37449,3,Personal,Retired,Bachelors,Single,Female,0,3643,24665,9141,PersonalLoan,114800,
32,81615,3,Personal,Salaried,Diploma,Single,Female,0,3876,37347,40392,PersonalLoan,617375,
30,124815,6,Personal,Self-Employed,Masters,Single,Female,0,5373,45014,74428,PersonalLoan,1500000,
39,14606,13,Business,Retired,HighSchool,Single,Female,4,3497,9800,1309,BusinessLoan,39627,
21,59331,6,Auto,Self-Employed,HighSchool,Married,Male,1,5782,27778,25771,AutoLoan,618932,
27,63334,7,Education,Salaried,Bachelors,Single,Male,2,5748,17279,40307,EducationLoan,1055805,
44,12129,1,Personal,Retired,Diploma,Single,Male,2,2190,6209,3730,PersonalLoan,15472,
21,75218,3,Personal,Salaried,Bachelors,Married,Female,0,6945,48206,20067,PersonalLoan,345113,
46,85267,3,DebtConsolidation,Salaried,Masters,Single,Female,0,2749,42276,40242,DebtConsolidationLoan,692716,
50,69082,3,Education,Salaried,Bachelors,Single,Female,1,3895,35772,29415,EducationLoan,489990,
31,72705,4,Personal,Salaried,Bachelors,Married,Male,1,1694,42448,28563,PersonalLoan,468678,
37,76675,5,DebtConsolidation,Salaried,Bachelors,Single,Female,0,4225,33375,39075,DebtConsolidationLoan,967274,
46,52671,5,Business,Salaried,Bachelors,Married,Male,0,4855,27003,20813,BusinessLoan,502880,
30,5295,6,Education,Retired,HighSchool,Married,Female,0,627,2985,1683,EducationLoan,38677,
43,63659,4,Personal,Salaried,HighSchool,Married,Male,0,6175,41645,15839,PersonalLoan,323882,
28,87874,4,DebtConsolidation,Salaried,Bachelors,Single,Female,1,5080,47511,35283,DebtConsolidationLoan,487035,
30,38828,2,Personal,Retired,Bachelors,Single,Female,0,2666,15151,21011,PersonalLoan,139665,
27,10993,3,Auto,Unemployed,Bachelors,Married,Male,1,1838,4896,4259,AutoLoan,60055,
38,68547,2,Personal,Salaried,Diploma,Single,Male,0,4080,38969,25498,PersonalLoan,177219,
46,48516,7,Auto,Salaried,HighSchool,Single,Male,1,6829,19266,22421,AutoLoan,543860,
33,48946,6,Personal,Self-Employed,Bachelors,Single,Male,1,6648,18672,23626,PersonalLoan,695678,
22,10415,5,Wedding,Unemployed,Bachelors,Single,Male,0,1150,3072,6193,WeddingLoan,105231,
24,62300,3,Wedding,Self-Employed,Bachelors,Single,Male,0,6059,38672,17569,WeddingLoan,320967,
38,84088,1,Personal,Salaried,Masters,Widowed,Male,1,11795,46885,25408,PersonalLoan,93370,
53,29224,6,DebtConsolidation,Student,Bachelors,Married,Male,2,2359,18252,8613,DebtConsolidationLoan,254854,
38,28476,2,Travel,Self-Employed,HighSchool,Married,Female,0,4004,16623,7849,TravelLoan,62567,
31,46926,4,Wedding,Self-Employed,Bachelors,Single,Male,0,363,23522,23041,WeddingLoan,400933,
42,3000,6,DebtConsolidation,Unemployed,HighSchool,Single,Male,0,277,1343,1380,DebtConsolidationLoan,29350,
32,10643,6,DebtConsolidation,Student,HighSchool,Married,Female,1,1150,5992,3501,DebtConsolidationLoan,78656,
31,62431,5,Auto,Self-Employed,Bachelors,Married,Male,1,5305,29487,27639,AutoLoan,478531,
25,37372,6,Auto,Self-Employed,HighSchool,Widowed,Female,1,2653,12088,22631,AutoLoan,444374,
49,27274,21,Home,Self-Employed,Diploma,Single,Female,0,2782,19216,5276,HomeLoan,273756,
21,73318,9,Business,Salaried,Masters,Single,Female,0,8216,33272,31830,BusinessLoan,849034,
42,68225,3,DebtConsolidation,Salaried,Bachelors,Married,Female,2,9270,35903,23052,DebtConsolidationLoan,282205,
30,65063,2,Wedding,Self-Employed,Masters,Single,Female,2,8356,26019,30688,WeddingLoan,301672,
30,37733,4,Travel,Self-Employed,Masters,Single,Female,1,6085,19808,11840,TravelLoan,168193,
51,36844,4,Travel,Salaried,Diploma,Single,Female,2,4537,16008,16299,TravelLoan,244247,
27,98198,3,Personal,Salaried,Bachelors,Single,Male,1,10636,38657,48905,PersonalLoan,640571,
28,18802,5,Personal,Self-Employed,Diploma,Married,Female,0,1351,10710,6741,PersonalLoan,134052,
33,28548,6,Business,Self-Employed,Bachelors,Married,Female,0,5105,17161,6282,BusinessLoan,158951,
39,99310,12,Home,Salaried,Diploma,Married,Female,1,7587,55746,35977,HomeLoan,1518463,
30,41519,4,Medical,Salaried,HighSchool,Single,Male,1,5948,21237,14334,MedicalLoan,238291,
21,71316,14,Business,Salaried,HighSchool,Married,Male,0,858,55798,14660,BusinessLoan,406197,
26,43528,6,Auto,Retired,Bachelors,Married,Male,0,1814,22974,18740,AutoLoan,314488,
47,3000,3,Personal,Unemployed,HighSchool,Married,Male,1,293,1715,992,PersonalLoan,17817,
35,102383,4,Personal,Self-Employed,Bachelors,Married,Female,0,7654,52933,41796,PersonalLoan,658254,
39,109757,1,Medical,Salaried,Masters,Divorced,Male,0,7576,50999,51182,MedicalLoan,228477,
32,19398,2,Travel,Student,Bachelors,Single,Male,1,2057,4850,12491,TravelLoan,116560,
28,51445,4,Auto,Salaried,Bachelors,Married,Male,0,2698,34979,13768,AutoLoan,225964,
51,11695,3,Travel,Retired,HighSchool,Married,Female,0,1538,4755,5402,TravelLoan,79534,
33,37430,7,Auto,Salaried,Masters,Married,Female,0,1497,18317,17616,AutoLoan,446370,
30,100934,1,Personal,Salaried,Bachelors,Divorced,Female,0,11080,54341,35513,PersonalLoan,185872,
45,70740,3,Personal,Self-Employed,Bachelors,Single,Female,2,11821,43699,15220,PersonalLoan,204264,
27,80390,4,Medical,Salaried,Masters,Married,Female,1,5795,37347,37248,MedicalLoan,721817,
29,60494,6,DebtConsolidation,Self-Employed,HighSchool,Single,Male,0,3951,26093,30450,DebtConsolidationLoan,474720,
35,27666,28,Home,Student,Bachelors,Married,Male,1,3041,17412,7213,HomeLoan,241476,
35,45210,9,Business,Salaried,HighSchool,Single,Female,0,6647,17308,21255,BusinessLoan,729942,
37,56547,6,DebtConsolidation,Salaried,HighSchool,Single,Female,0,3689,24765,28093,DebtConsolidationLoan,761698,
55,50877,2,Wedding,Self-Employed,Diploma,Divorced,Male,0,11445,18873,20559,WeddingLoan,252194,
38,11750,7,Auto,Unemployed,Bachelors,Married,Female,0,1301,6077,4372,AutoLoan,116655,
21,53211,3,Auto,Salaried,Diploma,Married,Male,1,6584,36878,9749,AutoLoan,96253,
38,129789,5,Personal,Salaried,Bachelors,Single,Female,0,14974,72885,41930,PersonalLoan,479895,
35,83257,6,DebtConsolidation,Self-Employed,Masters,Single,Female,2,5933,33771,43553,DebtConsolidationLoan,722811,
35,69985,7,Education,Salaried,Masters,Single,Male,1,10979,23004,36002,EducationLoan,974161,
37,7105,2,Personal,Student,HighSchool,Single,Female,3,832,3260,3013,PersonalLoan,26624,
34,89995,6,Wedding,Self-Employed,Bachelors,Married,Female,1,13030,40825,36140,WeddingLoan,695755,
34,62146,6,Personal,Salaried,HighSchool,Married,Female,3,9092,36065,16989,PersonalLoan,386122,
41,22733,3,Personal,Student,Bachelors,Single,Female,0,1092,9980,11661,PersonalLoan,134285,
29,86442,3,Wedding,Salaried,Diploma,Married,Male,1,15637,48005,22800,WeddingLoan,328156,
25,96344,7,Education,Salaried,Bachelors,Single,Male,1,10214,40068,46062,EducationLoan,1118022,
65,55783,9,Education,Self-Employed,HighSchool,Single,Male,2,4393,26981,24409,EducationLoan,733483,
27,38149,9,Education,Retired,Bachelors,Single,Male,2,6828,12442,18879,EducationLoan,580740,
36,86608,1,Personal,Self-Employed,HighSchool,Single,Male,1,5298,49866,31444,PersonalLoan,219898,
21,77513,3,Auto,Salaried,HighSchool,Married,Female,0,10420,52905,14188,AutoLoan,164536,
36,59670,5,Auto,Self-Employed,Bachelors,Married,Male,0,4735,47138,7797,AutoLoan,158168,
25,52082,7,Auto,Salaried,Diploma,Married,Female,0,1513,31230,19339,AutoLoan,653220,
30,67556,1,Personal,Salaried,Bachelors,Married,Male,1,9651,50485,7420,PersonalLoan,35036,
45,27110,3,Travel,Salaried,Bachelors,Divorced,Male,0,2734,15389,8987,TravelLoan,111461,
39,69110,2,Personal,Salaried,Bachelors,Married,Female,1,1732,42782,24596,PersonalLoan,183767,
40,71256,2,Medical,Salaried,Bachelors,Divorced,Other,0,5520,25530,40206,MedicalLoan,439582,
21,33851,6,Wedding,Retired,Bachelors,Divorced,Female,0,3113,20972,9766,WeddingLoan,177630,
53,95431,2,Medical,Salaried,Masters,Married,Male,0,8553,54775,32103,MedicalLoan,316411,
23,8022,6,Business,Student,HighSchool,Single,Female,0,582,5044,2396,BusinessLoan,57486,
50,75571,30,Home,Self-Employed,Bachelors,Single,Male,1,10565,41868,23138,HomeLoan,1078007,
45,106509,6,Personal,Salaried,Bachelors,Married,Female,0,10945,75151,20413,PersonalLoan,371479,
40,69826,7,Auto,Salaried,HighSchool,Married,Female,0,5673,35763,28390,AutoLoan,688476,
26,82009,4,Personal,Salaried,Diploma,Married,Male,0,5785,51211,25013,PersonalLoan,446876,
36,60250,3,Wedding,Salaried,Diploma,Married,Female,0,5177,24560,30513,WeddingLoan,423625,
30,78198,8,Education,Self-Employed,Bachelors,Married,Female,0,4368,47345,26485,EducationLoan,769009,
35,32782,6,Auto,Retired,Diploma,Married,Male,0,1282,22678,8822,AutoLoan,228709,
32,44259,2,Travel,Retired,Bachelors,Married,Male,2,4207,30060,9992,TravelLoan,58370,
21,96279,4,Wedding,Salaried,Bachelors,Single,Female,1,10206,42797,43276,WeddingLoan,645459,
46,70822,4,Medical,Salaried,Bachelors,Married,Male,0,3236,26107,41479,MedicalLoan,863044,
34,83411,5,Auto,Salaried,Diploma,Single,Male,0,6143,33051,44217,AutoLoan,864877,
30,12936,5,Personal,Retired,Bachelors,Single,Male,0,1723,6109,5104,PersonalLoan,83049,
29,86688,1,Personal,Salaried,Bachelors,Married,Female,1,8818,55557,22313,PersonalLoan,132451,
38,63454,6,Personal,Salaried,HighSchool,Single,Male,2,9234,17580,36640,PersonalLoan,774870,
26,22295,14,Business,Self-Employed,HighSchool,Divorced,Female,0,1580,10914,9801,BusinessLoan,452449,
21,51661,1,Medical,Self-Employed,Diploma,Married,Female,0,6833,23054,21774,MedicalLoan,105575,
39,49785,5,Auto,Salaried,Masters,Married,Male,1,8778,35579,5428,AutoLoan,92809,
40,4564,3,Wedding,Self-Employed,Diploma,Single,Male,1,416,1141,3007,WeddingLoan,37451,
33,77466,5,Auto,Salaried,HighSchool,Married,Female,1,10776,52001,14689,AutoLoan,275379,
23,63157,7,Auto,Salaried,HighSchool,Married,Male,0,10335,34992,17830,AutoLoan,364181,
35,69651,1,Travel,Salaried,HighSchool,Married,Male,2,6518,23355,39778,TravelLoan,190972,
21,76864,5,Personal,Salaried,Bachelors,Married,Male,0,9163,59012,8689,PersonalLoan,162061,
24,45916,1,Personal,Retired,Bachelors,Married,Female,2,3231,33749,8936,PersonalLoan,44359,
27,80315,5,Education,Salaried,Bachelors,Married,Female,1,8930,54213,17172,EducationLoan,384781,
43,36475,21,Home,Student,Masters,Married,Male,0,2714,22225,11536,HomeLoan,405910,
31,81611,5,Auto,Salaried,HighSchool,Married,Male,1,3405,41038,37168,AutoLoan,794554,
30,57351,1,Medical,Self-Employed,Bachelors,Single,Male,4,13969,25034,18348,MedicalLoan,83520,
54,38118,5,Auto,Retired,Bachelors,Divorced,Female,1,4418,21140,12560,AutoLoan,287667,
38,61121,3,Wedding,Salaried,Bachelors,Single,Male,1,4456,26023,30642,WeddingLoan,463677,
38,40286,3,Medical,Retired,Masters,Single,Other,0,3752,13867,22667,MedicalLoan,283814,
31,43620,2,Travel,Self-Employed,Diploma,Single,Female,2,7684,20472,15464,TravelLoan,145405,
29,29593,4,DebtConsolidation,Student,Bachelors,Single,Male,0,274,13895,15424,DebtConsolidationLoan,248180,
21,79946,14,Business,Salaried,Bachelors,Single,Female,0,0,43378,36568,BusinessLoan,1201317,
44,37126,3,Personal,Self-Employed,HighSchool,Married,Female,1,4022,27930,5174,PersonalLoan,66727,
39,65051,5,DebtConsolidation,Salaried,Masters,Married,Female,0,3205,42650,19196,DebtConsolidationLoan,282628,
33,20564,2,Personal,Retired,Diploma,Divorced,Male,0,2746,8529,9289,PersonalLoan,118158,
33,20916,24,Home,Retired,HighSchool,Single,Female,0,1363,10012,9541,HomeLoan,482361,
42,82134,3,Personal,Salaried,Bachelors,Married,Male,2,12515,52459,17160,PersonalLoan,255940,
21,30555,23,Home,Retired,Bachelors,Single,Female,1,3133,17139,10283,HomeLoan,402615,
29,36228,6,Business,Retired,Masters,Married,Male,3,3918,23759,8551,BusinessLoan,161360,
23,60406,6,Wedding,Self-Employed,Masters,Single,Male,1,6718,28644,25044,WeddingLoan,531289,
52,65623,6,Business,Salaried,Diploma,Married,Female,0,1769,34187,29667,BusinessLoan,852889,
43,57980,3,Auto,Salaried,Bachelors,Married,Male,0,1449,38897,17634,AutoLoan,199037,
21,97466,6,Auto,Salaried,PhD,Single,Male,0,3518,47540,46408,AutoLoan,1234935,
21,49219,5,Education,Salaried,Diploma,Single,Female,0,1604,22550,25065,EducationLoan,380523,
33,28521,7,Auto,Retired,Bachelors,Single,Male,1,2897,10825,14799,AutoLoan,489204,
30,73038,5,Personal,Salaried,Masters,Single,Female,0,4698,50395,17945,PersonalLoan,352242,
21,58392,1,Medical,Self-Employed,HighSchool,Married,Female,0,5335,33570,19487,MedicalLoan,95392,
54,48450,14,Business,Self-Employed,Masters,Married,Male,0,825,27196,20429,BusinessLoan,598250,
38,107100,6,Personal,Self-Employed,Bachelors,Married,Female,3,17129,66928,23043,PersonalLoan,474629,
39,87696,2,Personal,Salaried,Masters,Widowed,Other,1,7958,45324,34414,PersonalLoan,314272,
28,74784,6,Auto,Self-Employed,Bachelors,Single,Female,1,8829,24015,41940,AutoLoan,1098132,
42,40526,3,Personal,Self-Employed,Bachelors,Divorced,Female,0,3646,22689,14191,PersonalLoan,185078,
31,76779,6,Personal,Self-Employed,Bachelors,Married,Female,2,11229,34922,30628,PersonalLoan,522316,
32,60967,9,Education,Salaried,HighSchool,Single,Female,0,2462,26844,31661,EducationLoan,858368,
41,85471,8,Business,Self-Employed,Bachelors,Married,Male,4,17179,35101,33191,BusinessLoan,907055,
21,42183,9,Education,Salaried,Masters,Married,Female,0,2509,14113,25561,EducationLoan,758689,
50,79826,6,Auto,Self-Employed,Masters,Married,Male,0,10582,50394,18850,AutoLoan,470285,
36,88009,1,Personal,Salaried,Masters,Married,Male,0,7429,43092,37488,PersonalLoan,153846,
47,64532,6,Education,Salaried,Bachelors,Married,Male,2,9239,38295,16998,EducationLoan,451291,
24,22693,8,Business,Student,Bachelors,Married,Female,0,653,13319,8721,BusinessLoan,243249,
25,62309,30,Home,Salaried,Bachelors,Married,Male,0,3513,38301,20495,HomeLoan,886801,
23,25193,1,Travel,Retired,Bachelors,Single,Male,0,2276,9001,13916,TravelLoan,71271,
37,49066,1,Personal,Retired,Bachelors,Widowed,Male,1,5243,25362,18461,PersonalLoan,65592,
35,33056,12,Home,Salaried,HighSchool,Married,Male,2,4509,17664,10883,HomeLoan,354503,
30,54690,3,Auto,Salaried,HighSchool,Married,Female,2,3820,36341,14529,AutoLoan,211354,
24,60135,4,DebtConsolidation,Salaried,Bachelors,Married,Male,0,2853,31372,25910,DebtConsolidationLoan,562488,
22,26153,6,Personal,Retired,Diploma,Single,Male,0,1805,11904,12444,PersonalLoan,253752,
34,25454,2,Medical,Self-Employed,Diploma,Single,Female,0,3260,12841,9353,MedicalLoan,113375,
30,81068,2,DebtConsolidation,Salaried,HighSchool,Married,Male,0,353,41170,39545,DebtConsolidationLoan,288271,
28,45608,9,Education,Salaried,Masters,Divorced,Male,1,3112,13722,28774,EducationLoan,976365,
50,61320,6,Personal,Salaried,Masters,Married,Female,0,250,30286,30784,PersonalLoan,716327,
34,116531,12,Business,Self-Employed,Bachelors,Married,Female,0,10839,78726,26966,BusinessLoan,754775,
47,59966,1,Travel,Salaried,Masters,Single,Male,0,7642,25681,26643,TravelLoan,171280,
29,85771,2,Personal,Salaried,Masters,Married,Female,1,10672,53968,21131,PersonalLoan,222633,
37,3000,2,Wedding,Unemployed,HighSchool,Single,Female,0,309,1529,1162,WeddingLoan,8441,
34,79062,4,Personal,Salaried,HighSchool,Married,Female,1,5433,61576,12053,PersonalLoan,228941,
21,65655,3,DebtConsolidation,Salaried,HighSchool,Married,Male,0,6223,23799,35633,DebtConsolidationLoan,433749,
49,61585,11,Home,Self-Employed,HighSchool,Single,Female,1,4871,28774,27940,HomeLoan,700870,
33,58127,5,Personal,Retired,Bachelors,Married,Female,1,6533,35051,16543,PersonalLoan,251832,
42,38707,6,Auto,Salaried,Diploma,Divorced,Female,0,3874,19275,15558,AutoLoan,326759,
27,49307,4,DebtConsolidation,Retired,Masters,Married,Female,0,3369,32047,13891,DebtConsolidationLoan,259077,
33,62014,3,Auto,Salaried,Bachelors,Single,Female,1,8856,33022,20136,AutoLoan,263121,
26,3000,14,Business,Unemployed,Diploma,Married,Female,0,220,1645,1135,BusinessLoan,60579,
47,79415,18,Home,Salaried,PhD,Married,Male,0,7222,34232,37961,HomeLoan,1562003,
38,39410,6,Auto,Self-Employed,Masters,Single,Male,0,6134,27620,5656,AutoLoan,148798,
38,80755,3,Education,Salaried,Bachelors,Married,Female,3,15335,44365,21055,EducationLoan,266998,
48,41488,3,Medical,Retired,Bachelors,Single,Male,1,3320,18203,19965,MedicalLoan,217971,
46,49983,7,Auto,Retired,PhD,Married,Female,0,3038,34800,12145,AutoLoan,426086,
42,61609,3,Travel,Salaried,Bachelors,Single,Female,0,7080,23453,31076,TravelLoan,463660,
21,52337,2,Medical,Salaried,Masters,Married,Female,0,6370,35546,10421,MedicalLoan,91975,
28,50825,4,Wedding,Self-Employed,HighSchool,Married,Male,1,5517,28937,16371,WeddingLoan,280772,
24,82289,7,Business,Salaried,Bachelors,Married,Female,0,1557,61956,18776,BusinessLoan,613190,
42,55092,4,Personal,Self-Employed,Bachelors,Single,Female,1,3966,28953,22173,PersonalLoan,373110,
36,45760,4,Personal,Self-Employed,HighSchool,Single,Male,2,6737,18874,20149,PersonalLoan,375463,
21,80858,30,Home,Salaried,HighSchool,Married,Female,0,8346,66145,6367,HomeLoan,418871,
33,52026,1,Personal,Salaried,HighSchool,Married,Male,3,10935,34350,6741,PersonalLoan,37641,
21,23411,4,Travel,Retired,Diploma,Single,Female,1,672,8407,14332,TravelLoan,296544,
34,58007,15,Home,Salaried,HighSchool,Single,Male,0,6663,19681,31663,HomeLoan,1211371,
21,30750,3,Auto,Self-Employed,Bachelors,Divorced,Female,0,4215,17520,9015,AutoLoan,91059,
40,50474,2,Personal,Salaried,Masters,Single,Male,1,720,31213,18541,PersonalLoan,150273,
38,29415,2,Travel,Salaried,Bachelors,Widowed,Male,1,3229,14964,11222,TravelLoan,90389,
54,33614,8,Education,Salaried,Bachelors,Married,Male,1,4716,19597,9301,EducationLoan,233942,
43,54705,4,DebtConsolidation,Salaried,HighSchool,Single,Male,2,4570,33144,16991,DebtConsolidationLoan,233422,
30,71956,4,Education,Self-Employed,Masters,Single,Female,1,6478,35246,30232,EducationLoan,515097,
43,49441,5,Personal,Salaried,HighSchool,Widowed,Female,0,5063,22951,21427,PersonalLoan,410218,
21,29811,2,Wedding,Self-Employed,Diploma,Single,Male,0,1762,12476,15573,WeddingLoan,187569,
25,51857,2,Personal,Self-Employed,Bachelors,Married,Male,3,8061,33995,9801,PersonalLoan,90293,
38,91525,6,Personal,Salaried,Masters,Single,Female,0,8130,48528,34867,PersonalLoan,748436,
21,91640,6,DebtConsolidation,Salaried,PhD,Married,Male,0,3043,62205,26392,DebtConsolidationLoan,745698,
34,70285,4,Auto,Self-Employed,Bachelors,Married,Male,1,4732,42653,22900,AutoLoan,360371,
24,48679,18,Home,Self-Employed,Bachelors,Married,Male,0,4806,32517,11356,HomeLoan,368912,
36,53339,3,Wedding,Self-Employed,Bachelors,Single,Female,2,9492,27460,16387,WeddingLoan,312533,
24,90350,2,Personal,Salaried,Bachelors,Married,Other,0,8668,62922,18760,PersonalLoan,150012,
39,3000,2,Wedding,Unemployed,HighSchool,Married,Male,1,493,2024,483,WeddingLoan,4426,
35,78045,4,Travel,Salaried,Diploma,Single,Female,0,7554,30763,39728,TravelLoan,549276,
49,106104,4,Personal,Self-Employed,PhD,Married,Female,0,16327,61664,28113,PersonalLoan,470972,
35,89150,4,Personal,Salaried,PhD,Married,Other,0,7367,56378,25405,PersonalLoan,435926,
27,28382,5,Personal,Self-Employed,Diploma,Single,Female,1,3409,13941,11032,PersonalLoan,208501,
32,40530,7,Auto,Salaried,Diploma,Divorced,Female,1,5112,25592,9826,AutoLoan,242595,
21,34382,6,Personal,Self-Employed,Diploma,Single,Female,1,2918,17232,14232,PersonalLoan,349509,
39,32277,1,Travel,Salaried,Bachelors,Single,Female,1,2549,8962,20766,TravelLoan,120904,
40,19235,5,Wedding,Self-Employed,Diploma,Single,Male,2,2000,6959,10276,WeddingLoan,210021,
59,99264,2,Wedding,Salaried,Bachelors,Single,Female,0,5735,45273,48256,WeddingLoan,292300,
28,25026,5,Wedding,Self-Employed,HighSchool,Single,Female,0,4075,13819,7132,WeddingLoan,167356,
32,36748,29,Home,Salaried,HighSchool,Single,Male,1,6720,14974,15054,HomeLoan,662238,
29,30669,6,Personal,Salaried,Diploma,Married,Male,0,2051,20399,8219,PersonalLoan,137348,
37,63828,5,Auto,Self-Employed,Bachelors,Married,Male,1,5947,31486,26395,AutoLoan,433680,
38,63197,6,Personal,Salaried,Diploma,Single,Male,0,0,31338,31859,PersonalLoan,569927,
34,40848,3,DebtConsolidation,Salaried,Bachelors,Married,Male,1,2869,24977,13002,DebtConsolidationLoan,145860,
45,11383,6,DebtConsolidation,Unemployed,Bachelors,Married,Male,0,542,5187,5654,DebtConsolidationLoan,134477,
28,29522,3,Travel,Student,Bachelors,Married,Male,0,1843,17110,10569,TravelLoan,164649,
44,3000,8,Education,Unemployed,Diploma,Widowed,Female,1,262,1925,813,EducationLoan,23951,
40,73177,6,Personal,Salaried,Bachelors,Single,Male,0,6483,33679,33015,PersonalLoan,444106,
34,53873,8,Education,Salaried,Diploma,Single,Male,2,9212,23577,21084,EducationLoan,488557,
31,23257,6,Personal,Student,Bachelors,Single,Male,2,2579,11753,8925,PersonalLoan,271931,
59,89066,6,Education,Salaried,Bachelors,Single,Male,2,17588,39106,32372,EducationLoan,658275,
26,86583,4,Medical,Self-Employed,Masters,Married,Male,1,10721,47829,28033,MedicalLoan,570945,
37,112334,5,Personal,Salaried,PhD,Single,Other,1,16348,53322,42664,PersonalLoan,759620,
27,36324,6,Business,Retired,Bachelors,Married,Male,2,4447,15011,16866,BusinessLoan,494795,
52,50443,3,DebtConsolidation,Self-Employed,Masters,Married,Male,1,6651,31037,12755,DebtConsolidationLoan,162119,
43,77666,8,Education,Salaried,HighSchool,Married,Female,1,9952,34367,33347,EducationLoan,603938,
28,74722,4,Personal,Salaried,Bachelors,Married,Female,1,12606,47646,14470,PersonalLoan,194566,
40,38433,1,Travel,Salaried,HighSchool,Married,Male,0,4078,23449,10906,TravelLoan,42063,
37,39862,4,Wedding,Salaried,Diploma,Married,Male,0,4550,25539,9773,WeddingLoan,199053,
29,75843,4,Auto,Self-Employed,Bachelors,Married,Female,1,6738,36529,32576,AutoLoan,467858,
42,59986,6,Business,Salaried,Bachelors,Single,Male,0,7668,28886,23432,BusinessLoan,472305,
38,110485,2,Personal,Salaried,Bachelors,Single,Male,0,3199,50672,56614,PersonalLoan,481080,
37,75616,4,Education,Salaried,Masters,Single,Other,0,4316,28055,43245,EducationLoan,888844,
34,63230,4,Auto,Self-Employed,Bachelors,Married,Other,1,7667,49089,6474,AutoLoan,101281,
39,83820,6,Personal,Salaried,Masters,Married,Female,1,5355,42763,35702,PersonalLoan,590862,
37,110972,4,Education,Salaried,Masters,Single,Male,2,11438,53208,46326,EducationLoan,663530,
35,39227,6,Business,Retired,Masters,Single,Female,0,1690,23637,13900,BusinessLoan,241639,
28,65689,9,Education,Salaried,Diploma,Married,Female,0,6250,38643,20796,EducationLoan,336514,
51,55625,20,Home,Salaried,Bachelors,Single,Female,1,5765,23278,26582,HomeLoan,1251110,
24,30947,4,Medical,Retired,Bachelors,Single,Male,0,3669,11601,15677,MedicalLoan,259641,
39,110203,4,Auto,Salaried,PhD,Single,Male,0,17106,34196,58901,AutoLoan,727223,
31,24800,3,Auto,Retired,HighSchool,Single,Male,0,2252,11392,11156,AutoLoan,175351,
52,16032,7,Auto,Self-Employed,Diploma,Married,Female,0,955,9347,5730,AutoLoan,147372,
